DATE,UNRATE,UIBEN,PSAVE,CREDEBT,CPI,LABPART,EMPLVL,UNEMPLOY,NINLAB,CIVPART,POPTHM
9/1/2016,5,31.8,6.8,3581.72467,0.240399586,62.9,151761,7953,94377,62.9,325155
10/1/2016,4.9,31.3,6.9,3597.62748,0.124674851,62.8,151793,7811,94716,62.8,325368
11/1/2016,4.7,31.1,7,3619.27278,-0.155546087,62.7,151954,7553,95034,62.7,325562
12/1/2016,4.7,31.4,6.5,3636.43566,0.032732139,62.7,152157,7521,95064,62.7,325742
1/1/2017,4.7,31.7,6.9,3653.3492,0.582772789,62.8,152152,7468,94462,62.8,325901
2/1/2017,4.6,31.4,7.2,3669.97996,0.314611739,62.9,152480,7379,94386,62.9,326050
3/1/2017,4.4,30.9,7.2,3685.36911,0.081279787,62.9,153065,7073,94277,62.9,326207
4/1/2017,4.4,29.9,7.3,3700.00266,0.296553337,63,153255,7089,94243,63,326371
5/1/2017,4.4,29.2,7.8,3714.14277,0.085472183,62.8,153069,7000,94699,62.8,326548
6/1/2017,4.3,29.6,7.5,3727.13115,0.090711101,62.8,153318,6873,94766,62.8,326743
7/1/2017,4.3,29.8,7.6,3743.42629,-0.068992264,62.9,153569,6892,94689,62.9,326939
8/1/2017,4.4,29.7,7.6,3755.18326,0.29944523,62.9,153503,7082,94771,62.9,327140
9/1/2017,4.3,29.3,7.3,3770.17252,0.529490589,63.1,154286,6854,94423,63.1,327342
10/1/2017,4.2,29.5,7.4,3794.38074,-0.06320421,62.7,153609,6700,95457,62.7,327528
11/1/2017,4.2,30.5,6.9,3816.53989,0.002432469,62.7,153805,6774,95370,62.7,327699
12/1/2017,4.1,30.7,6.3,3830.75167,-0.058783228,62.7,153904,6632,95574,62.7,327848
1/1/2018,4,30.4,7.1,3848.40463,0.544774545,62.7,154493,6505,95782,62.7,327969
2/1/2018,4.1,29.7,7.2,3864.42147,0.453468997,63,155259,6586,95088,63,328085
3/1/2018,4,28.9,7.2,3876.81373,0.22611259,62.9,155303,6457,95338,62.9,328219
4/1/2018,4,27.9,7.2,3885.88228,0.397509156,62.9,155362,6448,95462,62.9,328364
5/1/2018,3.8,26.5,7.2,3902.72967,0.415891693,62.9,155694,6188,95571,62.9,328521
6/1/2018,4,26.6,7.4,3901.81232,0.15938757,62.9,155734,6446,95462,62.9,328692
7/1/2018,3.8,27,7.5,3924.34742,0.006746326,62.9,156115,6173,95554,62.9,328863
8/1/2018,3.8,26.8,7.6,3943.096,0.055554233,62.7,155512,6167,96387,62.7,329040
9/1/2018,3.7,25.8,7.7,3955.67614,0.116202518,62.7,155970,6065,96255,62.7,329216
10/1/2018,3.8,26.3,7.6,3974.99606,0.176676346,62.9,156294,6230,95990,62.9,329379
11/1/2018,3.8,28,7.5,3992.03965,-0.334934852,62.9,156606,6132,95969,62.9,329527
12/1/2018,3.9,29.1,9.4,4007.04189,-0.319396282,63,156767,6379,95742,63,329659
1/1/2019,4,29.5,9.3,4027.31566,0.190659667,63.1,156614,6458,95168,63.1,329766
2/1/2019,3.8,29.7,9.5,4040.92366,0.422705314,63.1,156992,6122,95278,63.1,329862
3/1/2019,3.8,29,9.1,4053.38217,0.564135836,63.1,156869,6166,95502,63.1,329977
4/1/2019,3.6,27.1,8.9,4072.88944,0.529500161,62.9,156744,5898,96051,62.9,330103
5/1/2019,3.6,26.7,8.6,4085.97556,0.212875859,62.9,156868,5935,96058,62.9,330240
6/1/2019,3.6,26.9,8.5,4094.05562,0.019914718,62.9,157123,5906,96008,62.9,330393
7/1/2019,3.7,26.9,8.4,4117.32184,0.167094162,63.1,157488,5984,95753,63.1,330553
8/1/2019,3.7,26.6,8.7,4131.68956,-0.005066824,63.1,157780,5993,95658,63.1,330729
9/1/2019,3.5,25.6,8.9,4144.27758,0.078344858,63.2,158249,5766,95623,63.2,330904
10/1/2019,3.6,26.5,8.9,4162.39219,0.228619055,63.2,158356,5980,95509,63.2,331066
11/1/2019,3.6,27.8,8.9,4164.58613,-0.053624303,63.2,158504,5930,95586,63.2,331213
12/1/2019,3.6,28.7,8.3,4192.1914,-0.090976953,63.3,158772,5861,95549,63.3,331345
1/1/2020,3.5,27.8,9.1,4207.68633,0.387976994,63.4,158653,5826,95023,63.4,331443
2/1/2020,3.5,26.9,9.3,4221.3581,0.274061813,63.4,158866,5717,95045,63.4,331525
3/1/2020,4.4,67.5,13.8,4208.19843,-0.217645103,62.7,155599,7165,96994,62.7,331633
4/1/2020,14.7,405.4,33.8,4146.96836,-0.668694187,60.2,133320,23038,103538,60.2,331680
5/1/2020,13.2,1215.7,24.9,4127.29403,0.001950162,60.8,137182,20940,101925,60.8,331678
6/1/2020,11,1401.5,20.1,4137.15771,0.547204693,61.4,142218,17616,100370,61.4,331718
7/1/2020,10.2,1413.1,19.2,4152.18338,0.50582435,61.5,143727,16288,100358,61.5,331777
8/1/2020,8.4,635.2,15.5,4146.76568,0.315321052,61.7,147176,13532,99851,61.7,331839
9/1/2020,7.9,330.4,14.6,4161.81817,0.139274694,61.4,147569,12584,100590,61.4,331907
10/1/2020,6.9,307.1,14,4167.84505,0.041493776,61.6,149719,11115,100091,61.6,331971
11/1/2020,6.7,292.8,13.3,4172.23635,-0.061062722,61.5,149761,10777,100546,61.5,331996
12/1/2020,6.7,325.6,13.8,4184.85251,0.094147847,61.5,149883,10789,100559,61.5,331968
1/1/2021,6.4,579.5,20,4195.65799,0.425378349,61.4,150004,10180,100667,61.4,331943
2/1/2021,6.2,546.1,13.4,4213.47358,0.547438279,61.5,150367,9992,100560,61.5,331950
3/1/2021,6,543,26.3,4228.54907,0.708327313,61.5,150940,9691,100372,61.5,331953
4/1/2021,6,489.3,12.8,4247.38124,0.821890915,61.7,151259,9719,100125,61.7,331963
5/1/2021,5.8,458.3,10.3,4274.13858,0.801710515,61.6,151550,9251,100409,61.6,332008
6/1/2021,5.9,398.1,9.3,4297.37767,0.92906629,61.6,151612,9502,100224,61.6,332092
7/1/2021,5.4,333.3,9.9,4313.3381,0.481052353,61.7,152704,8671,100094,61.7,332192
8/1/2021,5.2,319.8,9.5,4331.52876,0.206591136,61.7,153167,8339,100106,61.7,332295
9/1/2021,4.7,82.3,7.9,4355.2067,0.271597086,61.7,153806,7666,100294,61.7,332403
10/1/2021,4.6,40.3,7.3,4376.02643,0.830811855,61.7,154234,7375,100298,61.7,332513
11/1/2021,4.2,33,7.1,4407.63106,0.49134275,61.9,155324,6802,99902,61.9,332598
12/1/2021,3.9,27.9,7.5,4430.82386,0.307251716,61.9,155975,6319,99842,61.9,332640
1/1/2022,4,25.5,4.7,4445.1641,0.841457378,62.2,157174,6513,99516,62.2,332684
2/1/2022,3.8,23.6,4.5,4478.71995,0.913397926,62.3,157722,6270,99333,62.3,332750
3/1/2022,3.6,21.7,3.8,4523.97841,1.335137955,62.4,158458,5952,99035,62.4,332812
4/1/2022,3.6,19.5,3.7,4555.24543,0.558253103,62.2,158105,5941,99513,62.2,332863
5/1/2022,3.6,18.2,3.6,4582.17791,1.1023524,62.3,158426,5950,99302,62.3,332928
6/1/2022,3.6,18.1,3,4621.87848,1.373607576,62.2,158111,5912,99812,62.2,333028
7/1/2022,3.5,18.7,3.5,4647.98103,-0.011811914,62.1,158290,5670,100051,62.1,333137
8/1/2022,3.7,19.1,3.5,4680.22242,#,62.4,158732,6014,99438,62.4,333240
9/1/2022,3.5,#,#,#,#,62.3,158936,5753,99667,62.3,#
10/1/2022,#,#,#,#,#,#,#,#,#,#,#
